ID,Nombre,Edad,Ciudad,DNI
464,"Ramos Jimenez, Paula",28,Villavicencio,9906108263
465,"Cruz Molina, Juan",64,Palmira,7095685164
466,"Alvarez Leon, Blanca",28,Monteria,5307435865
467,"Ortiz Morales, Julio",21,Tunja,8374967166
468,"Suarez Ramirez, Ana Maria",62,Florencia,3433216667
469,"Ramirez Gonzalez, Marcela",24,Cali,6527563568
470,"Carrillo Medina, Ana",77,Bucaramanga,3043694169
471,"Garcia Valencia, Juliana",20,Palmira,9280076670
472,"Aguilar Molina, Felipe",23,Cartagena,5587044271
473,"Muñoz Ochoa, Susana",34,Soacha,9897069472
474,"Vergara Pena, Felipe",36,Cali,2501060173
475,"Ramirez Molina, Enrique",39,Bello,9141916774
476,"Delgado Torres, Luis Miguel",27,Barranquilla,6441023475
477,"Martinez Torres, Gloria",64,Santa Marta,8169829276
478,"Espinoza Rojas, Angela",74,Florencia,6196998877
479,"Lara Rios, Maria",63,Arauca,2208774378
480,"Rios Aguilar, Beatriz",78,Villavicencio,4219415779
481,"Pena Ponce, Juliana",30,Barrancabermeja,7802810980
482,"Villanueva Serrano, Arturo",32,Popayan,4240544681
483,"Contreras Villanueva, Nora",40,Barrancabermeja,5192485882
484,"Medina Fuentes, Maria",27,Arauca,9177080183
485,"Cortez Nieto, Victor",38,Leticia,4744738984
486,"Parra Padilla, Antonio",52,Itagui,8910157885
487,"Vergara Cortez, Maria",20,Bogota,5100501786
488,"Torres Vega, Silvia",42,Quibdo,6244802887
489,"Salinas Núñez, Andres",80,Medellin,9587026888
490,"Vargas Escobar, Luis Miguel",46,Mocoa,3391221789
491,"Naranjo Medina, Luis Miguel",34,Sincelejo,1887097990
492,"Delgado Salazar, Laura",80,Santa Marta,5409426391
493,"Osorio Sanchez, Cristina",20,Popayan,6208736592
494,"Becerra Maldonado, Rodrigo",54,San Jose del Guaviare,4353197193
495,"Vergara Lara, Mario",61,Pasto,6272706894
496,"Villanueva Reyes, Miguel",19,Villavicencio,7488350095
497,"Alvarado Montes, Diego",37,Yopal,3388844696
498,"Naranjo Carrillo, Fernando",57,Villavicencio,3166260897
499,"Soto Ramirez, Sergio",36,Itagui,5917316698
500,"Alvarado Leon, Enrique",57,San Jose del Guaviare,5454673299
501,"Guzmán Espinoza, Rodrigo",62,Itagui,8481631100
502,"Acosta Pena, Alejandro",70,Quibdo,4864777001
503,"Guzmán Reyes, Elena",79,Envigado,4416812802
504,"Montes Ruiz, Fernando",72,Ibague,3097747003
505,"Rubio Núñez, Maria",39,Mitu,9204197804
506,"Barrera Ponce, Hector",42,Pasto,2166048805
507,"Soto Leon, Nicolas",74,Cucuta,2521895306
508,"Gutierrez Navarro, Ramon",72,Cucuta,4656279807
509,"Morales Velasquez, Ricardo",79,Itagui,2906623308
510,"Cruz Flores, Paola",78,Santa Marta,7279700509
511,"Padilla Medina, Ignacio",47,Cali,4939507210
512,"Bustos Miranda, Maria",51,Inirida,5199747411
513,"Rodriguez Ramirez, Laura",65,Santa Marta,7394025512
514,"Camacho Mendez, Francisco",65,Bucaramanga,5323041313
515,"Martinez Romero, Alicia",39,Medellin,8765531214
516,"Espinoza Vega, Sandra",33,Bello,9952386815
517,"Rojas Mendoza, Marcela",19,Bogota,5613323816
518,"Maldonado Torres, Oscar",80,Yopal,4791584317
519,"Molina Fuentes, Gloria",54,Puerto Carreno,2374199918
520,"Ruiz Aguilar, Nora",71,Neiva,8886194819
521,"Ortiz Cabrera, Jorge",49,Florencia,2989773820
522,"Fuente Leon, Raul",23,Inirida,7885709321
523,"Núñez Campos, Maria",65,Pasto,5380175022
524,"Carrillo Meza, Rafael",51,Inirida,1794878923
525,"Vásquez Lara, David",35,Bello,1183371324
526,"Villanueva Escobar, Jorge",38,Palmira,8448802725
527,"Dominguez Romero, Paola",70,Arauca,7307239926
528,"Parra Diaz, Sandra",39,Soacha,2223227327
529,"Rodriguez Camacho, Hernan",65,Pasto,6011559828
530,"Maldonado Serrano, Catalina",42,Pasto,2558009629
531,"Moreno Mendez, Raul",22,Sincelejo,5773011530
532,"Martinez Diaz, Andres Felipe",61,Sincelejo,4627491531
533,"Padilla Rivera, Hugo",42,Floridablanca,6472717732
534,"Blanco Gallego, Claudia",53,Popayan,7062120333
535,"Ponce Vergara, Ivan",18,Palmira,3949473434
536,"Gomez Garcia, Natalia",27,San Jose del Guaviare,8590505335
537,"Navarro Soto, Monica",60,Itagui,1901638336
538,"Peralta Cortez, Monica",62,Barranquilla,9816178037
539,"Jimenez Molina, Andrea",22,Quibdo,4760327238
540,"Torres Cano, Esteban",33,Bucaramanga,9948134239
541,"Gomez Pena, Arturo",50,Bucaramanga,4011412140
542,"Moreno Blanco, Beatriz",58,Valledupar,5870446541
543,"Coronel Reyes, Valentina",69,Valledupar,7096693042
544,"Naranjo Ortiz, Pablo",36,Ibague,6008479143
545,"Núñez Nieto, Gloria",70,San Jose del Guaviare,6270561744
546,"Moreno Reyes, Paula",42,Florencia,8243625945
547,"Perez Osorio, Rocio",71,Cartagena,9110923446
548,"Meza Escobar, Rafael",38,Bucaramanga,7435280147
549,"Jimenez Coronel, Blanca",76,Leticia,4771438348
550,"Rubio Cano, Catalina",79,Bello,6499531349
551,"Rubio Suarez, Alejandra",66,Puerto Carreno,4401782850
552,"Núñez Lugo, Francisco",62,Sincelejo,7641229951
553,"Molina Salazar, Hugo",27,Tunja,5803285152
554,"Rivera Pena, Melissa",58,Tunja,2250097853
555,"Nieto Pena, Alfredo",43,Medellin,5375215154
556,"Palacios Velasquez, Alicia",23,Yopal,4413958255
557,"Ortiz Lugo, Luis Miguel",32,Envigado,2609187356
558,"Silva Dominguez, Alejandra",55,Manizales,7391520757
559,"Camacho Barrera, Eduardo",22,Ibague,4969511858
560,"Rios Gomez, Nicolas",59,Leticia,6157134359
561,"Silva Muñoz, Manuel",22,Pasto,8512208060
562,"Bustos Cortez, Arturo",33,Riohacha,1949503261
563,"Cano Trujillo, Rodrigo",40,Leticia,9464187162
564,"Trujillo Vergara, Enrique",29,Sincelejo,8329172063
565,"Cabrera Alvarado, Miguel",26,Palmira,1390626564
566,"Figueroa Rojas, Catalina",69,Medellin,7714039565
567,"Aguilar Perez, Catalina",73,Floridablanca,7661989966
568,"Palacios Coronel, Hernan",72,Manizales,2712860967
569,"Leon Sanchez, Luis Miguel",69,Neiva,7234640568
570,"Medina Barrera, Paola",42,Ibague,4086452769
571,"Mendoza Alvarado, Ricardo",23,Envigado,4850550470
572,"Alvarado Mendez, Lina",79,Valledupar,2038313871
573,"Rojas Dominguez, Felipe",34,Villavicencio,7482028672
574,"Fuente Torres, Miguel",50,Monteria,1758790373
575,"Vargas Medina, Felipe",36,Cartagena,2933007274
576,"Jimenez Bustos, Angela",73,Bello,1454406275
577,"Ortiz Salazar, Sebastian",36,Quibdo,6218468976
578,"Sandoval Palacios, Andrea",69,Barrancabermeja,7429436077
579,"Gomez Bustos, Carmen",71,Mocoa,3218908378
580,"Salazar Vargas, Enrique",18,Mitu,5477550879
581,"Navarro Rivera, Carmen",60,Mitu,8635488780
582,"Bustos Camacho, Raul",30,Tunja,9158619381
583,"Nieto Gallego, Tomas",36,Barranquilla,5743764782
584,"Guzmán Ruiz, Ernesto",21,Villavicencio,3841928183
585,"Mendoza Velasquez, Melissa",37,Bucaramanga,2103733084
586,"Navarro Perez, Daniela",39,Popayan,6698212185
587,"Sanchez Dominguez, Fabian",53,Sincelejo,1175660986
588,"Valencia Rodriguez, Andres",42,Puerto Carreno,7554665687
589,"Jimenez Avila, Gabriel",38,Mitu,1980696988
590,"Jimenez Becerra, Maria",39,Leticia,6217644689
591,"Becerra Leon, Raul",62,Bucaramanga,8514300190
592,"Villanueva Aguilar, Paula",41,Popayan,8070772691
593,"Rubio Navarro, Maria Clara",63,Palmira,3553238192
594,"Muñoz Espinoza, Enrique",43,Ibague,8779195793
595,"Gomez Cabrera, Nora",29,Mitu,3832435394
596,"Montes Tapia, Fernando",75,Armenia,6456586395
597,"Rojas Guerrero, Pedro",50,Barrancabermeja,1004531596
598,"Soto Blanco, Gabriel",54,Palmira,2663227897
599,"Medina Osorio, Jorge",49,Cali,3241527698
600,"Palacios Montes, Luisa",71,Bucaramanga,3296084799
601,"Sandoval Ramos, Mario",63,Cartagena,3331327600
602,"Reyes Tapia, Enrique",68,Pasto,5013771201
603,"Flores Nieto, Sandra",55,Mocoa,5137182602
604,"Montes Jimenez, Juan",59,Armenia,5977515103
605,"Fuente Gallego, Sebastian",75,Floridablanca,6543026404
606,"Escobar Ponce, Alicia",47,Floridablanca,3215232305
607,"Cruz Ruiz, David",48,Manizales,8984258006
608,"Sanchez Cortez, Alicia",38,Puerto Carreno,3952759007
609,"Flores Perez, Enrique",38,Puerto Carreno,8370379308
610,"Cabrera Aguilar, Enrique",52,Quibdo,4923763309
611,"Gomez Silva, Catalina",27,Tunja,4435340110
612,"Trujillo Nieto, Victor",33,Mitu,1011302311
613,"Leon Navarro, Teresa",30,Cucuta,7428108312
614,"Herrera Jimenez, Fabian",63,Neiva,7810959213
615,"Valencia Núñez, Eduardo",66,Palmira,6417540314
616,"Ochoa Sanchez, Lorena",61,Palmira,6441841015
617,"Mora Parra, Sebastian",50,Valledupar,3836605416
618,"Blanco Gutierrez, Maria Clara",46,Sincelejo,4026293017
619,"Pena Sandoval, Pilar",53,Floridablanca,5177477018
620,"Reyes Meza, Daniela",78,Manizales,2292753519
621,"Soto Trujillo, Angela",42,Mocoa,9313970020
622,"Sanchez Naranjo, Luis",60,Mocoa,2463346921
623,"Ochoa Vargas, Paola",29,Villavicencio,2863071022
624,"Vega Diaz, Gabriel",79,Cartagena,7820827023
625,"Mendoza Avila, Alicia",22,Bogota,8517369324
626,"Contreras Mendez, Daniela",39,Medellin,1536058325
627,"Coronel Lara, Esperanza",70,Envigado,9772771526
628,"Ochoa Reyes, Fabian",44,Popayan,3265459427
629,"Figueroa Contreras, Ernesto",64,Santa Marta,2224386928
630,"Ibarra Rubio, Miguel",32,Barrancabermeja,2580423629
631,"Figueroa Fuente, Alfredo",61,Cucuta,1658148530
632,"Ramos Becerra, Javier",65,Palmira,1674308331
633,"Camacho Rubio, Victor",21,Inirida,5738726332
634,"Escobar Barrera, Gloria",77,Puerto Carreno,8926838533
635,"Escobar Ramirez, Ramon",51,Buenaventura,6907981434
636,"Maldonado Cruz, Helena",54,Bello,9405653235
637,"Parra Navarro, Andrea",58,Medellin,8847704136
638,"Bravo Guzmán, Lina",27,Ibague,9027073437
639,"Mendez Perez, Felipe",44,Buenaventura,6154926738
640,"Dominguez Cortez, Lina",36,Riohacha,8233912839
641,"Parra Escobar, Luis",20,Bello,9310287240
642,"Ibarra Vargas, Beatriz",21,Palmira,6071264241
643,"Padilla Becerra, Mariana",80,Cali,5415972242
644,"Cano Valencia, Alicia",22,Popayan,4962367343
645,"Cabrera Trujillo, Natalia",47,Barrancabermeja,3997116444
646,"Cabrera Gonzalez, Monica",26,Cali,3620013545
647,"Torres Ramos, Ernesto",39,Santa Marta,3448787246
648,"Vega Vergara, Julio",58,Mitu,3776662947
649,"Ramos Flores, Roberto",71,Puerto Carreno,5964438648
650,"Garcia Osorio, David",80,Leticia,5730545349
651,"Alvarado Carrillo, Patricia",65,Valledupar,7356460850
652,"Nieto Padilla, Arturo",24,Manizales,4474893251
653,"Campos Vásquez, Sebastian",76,Soledad,9701127952
654,"Alvarez Rios, Alicia",69,Bogota,6692902353
655,"Moreno Aguilar, Juan Pablo",44,Neiva,3210877754
656,"Leon Avila, Isabella",40,Ibague,4007144255
657,"Herrera Blanco, Rodrigo",19,Bucaramanga,7735513556
658,"Sandoval Velasquez, Ricardo",25,Tunja,4453861357
659,"Mendoza Acosta, Roberto",38,Valledupar,3536795958
660,"Nieto Suarez, Hugo",72,Saravena,5809986759
661,"Rodriguez Mora, Gabriel",58,Cartagena,7482188160
662,"Reyes Escobar, Ignacio",34,Arauca,7367572061
663,"Lugo Lara, Roberto",32,Soledad,5245773162
664,"Naranjo Herrera, Andres Felipe",42,Barrancabermeja,5751476163
665,"Silva Moreno, Silvia",80,Buenaventura,1620311264
666,"Herrera Muñoz, Pilar",29,Neiva,2871558565
667,"Osorio Parra, Martha",56,Florencia,8762015666
668,"Avila Rojas, Nora",72,Popayan,8037235367
669,"Medina Molina, Ana",78,Itagui,4053611668
670,"Mendoza Medina, Luis Miguel",69,Neiva,5646554069
671,"Rivera Sanchez, Javier",53,Cali,9704767670
672,"Naranjo Ochoa, Hector",70,Arauca,5580872271
673,"Navarro Valencia, Patricia",38,Santa Marta,4980667972
674,"Mendez Molina, Luis Miguel",20,Pereira,4220999673
675,"Guzmán Cabrera, Fabian",75,Envigado,4780093374
676,"Bravo Trujillo, Pablo",56,Inirida,4560251475
677,"Salazar Aguilar, Eduardo",32,Mocoa,2729215676
678,"Sandoval Cardenas, Esperanza",19,Envigado,3463234177
679,"Fuentes Castillo, Silvia",37,Quibdo,5183163878
680,"Muñoz Parra, Gloria",62,Armenia,9913265879
681,"Martinez Maldonado, Luisa",36,Mitu,8353276380
682,"Torres Gonzalez, Camila",55,Barrancabermeja,4893022781
683,"Romero Mendez, Elena",76,Cartagena,5816178182
684,"Salazar Núñez, David",51,Cartagena,2272715383
685,"Ponce Torres, Daniela",80,Sincelejo,5801999484
686,"Ochoa Lugo, Laura",28,Puerto Carreno,3642564185
687,"Medina Silva, Isabella",44,Popayan,3691144886
688,"Mora Trujillo, Paola",27,Riohacha,8289857387
689,"Becerra Muñoz, Beatriz",54,Monteria,5932161688
690,"Salazar Flores, Adriana",51,Barranquilla,1387492889
691,"Cardenas Gallego, Cesar",57,Armenia,6275314990
692,"Montes Rivera, Roberto",49,Barrancabermeja,2230941191
693,"Herrera Cabrera, Carmen",21,Saravena,1028046492
694,"Alvarez Mora, Esteban",41,Saravena,5426716893
695,"Lara Espinoza, Nicolas",67,Manizales,4398363194
696,"Parra Pena, Andrea",36,Bello,9161583495
697,"Cortez Vega, Lorena",53,Cucuta,4413403896
698,"Cruz Vega, Miguel",37,Santa Marta,4035820197
699,"Romero Gutierrez, Claudia",80,Buenaventura,3910950798
700,"Sanchez Alvarado, Luisa",28,Soledad,9068545699
701,"Gonzalez Guerrero, Adriana",59,Bogota,1786517400
702,"Guzmán Ramos, Adriana",32,Envigado,2603995801
703,"Guzmán Naranjo, Sofia",40,Bello,1681283802
704,"Meza Rojas, Lorena",64,Cucuta,2521934303
705,"Cardenas Lopez, Julio",36,Bucaramanga,1480035804
706,"Garcia Figueroa, Pedro",34,Cucuta,6714708805
707,"Gonzalez Padilla, Sergio",63,Pereira,6887985506
708,"Garcia Maldonado, Sergio",45,Puerto Carreno,8181569107
709,"Campos Mora, Luis Miguel",74,Pasto,4022833508
710,"Delgado Trujillo, Pedro",56,San Jose del Guaviare,6297951209
711,"Ponce Rubio, Alicia",61,Puerto Carreno,8268572510
712,"Valdez Maldonado, Rafael",31,Valledupar,2659289511
713,"Ochoa Soto, Rodrigo",77,Yopal,3234109612
714,"Alvarez Alvarez, Beatriz",42,Cucuta,2972070013
715,"Ibarra Becerra, Rocio",57,Yopal,6360136614
716,"Bustos Mora, Alejandro",69,Arauca,5906264915
717,"Guerrero Escobar, Felipe",29,Ibague,7837640416
718,"Cardenas Blanco, Andres Felipe",30,Medellin,9106834117
719,"Moreno Campos, Diana",27,Pasto,2332510718
720,"Valdez Guzmán, Laura",59,Envigado,4214228419
721,"Fuente Sandoval, Jorge",25,Soledad,9129619520
722,"Medina Rivera, Claudia",27,Cali,7298849521
723,"Núñez Morales, Helena",79,Ibague,4238141822
724,"Serrano Sanchez, Maria Clara",80,Pereira,3743947623
725,"Carrillo Bravo, Valentina",56,Neiva,7435050724
726,"Salazar Serrano, Cesar",50,Quibdo,7753340125
727,"Mendez Garcia, Diego",43,Manizales,5488422726
728,"Coronel Guzmán, Beatriz",50,San Jose del Guaviare,6481569627
729,"Fuentes Sanchez, Sofia",19,Palmira,3776095428
730,"Leon Gallego, Irene",74,Sincelejo,8029260029
731,"Romero Valdez, Ricardo",71,Monteria,3494700930
732,"Pena Rios, Melissa",67,Soacha,2230185431
733,"Fuentes Contreras, Pedro",47,Cali,4699999132
734,"Ramirez Vega, Esperanza",50,Bucaramanga,6052220333
735,"Gomez Blanco, Diana",28,Arauca,2372465834
736,"Vega Mendez, Rodrigo",64,Ibague,3394814335
737,"Contreras Torres, Miguel",18,Armenia,5076038436
738,"Fuente Camacho, Carmen",42,Cucuta,5997722437
739,"Silva Vergara, Ramon",72,Villavicencio,7146042838
740,"Torres Padilla, Helena",52,Villavicencio,9212527739
741,"Nieto Peralta, Lina",28,Valledupar,5519129440
742,"Acosta Vargas, Maria Clara",31,Monteria,1955794441
743,"Ramos Campos, Monica",49,Santa Marta,5001580442
744,"Vega Espinoza, Irene",73,Quibdo,7486305543
745,"Barrera Sanchez, Gloria",32,Ibague,3864345744
746,"Camacho Salinas, Ignacio",79,Bucaramanga,1816136045
747,"Flores Torres, Helena",79,Floridablanca,2984403146
748,"Valdez Guerrero, Mario",44,Neiva,5121686747
749,"Figueroa Naranjo, Susana",72,Buenaventura,9427949348
750,"Delgado Cardenas, Manuel",32,Bogota,6341435949
751,"Navarro Trujillo, Oscar",60,Pasto,9841868050
752,"Naranjo Cano, Rodrigo",62,Envigado,2360849751
753,"Mendoza Núñez, Paola",68,Armenia,8447966852
754,"Becerra Cabrera, Pedro",48,Cali,4563661153
755,"Perez Fuentes, Andres Felipe",66,Ibague,3565202254
756,"Lara Rios, Manuel",46,Manizales,7408076355
757,"Jimenez Cardenas, Alejandro",60,Bello,3096015556
758,"Guerrero Rivera, Camila",43,Barrancabermeja,3476687057
759,"Maldonado Montes, Oscar",41,Valledupar,2481278958
760,"Lara Ibarra, Irene",75,Soacha,5078945859
761,"Coronel Cruz, Sofia",24,Soacha,9246907660
762,"Nieto Salazar, Helena",20,Ibague,8065699661
763,"Avila Dominguez, Mariana",71,Sincelejo,2593188362
764,"Figueroa Tapia, Yolanda",36,Envigado,6084480663
765,"Fuentes Pena, Pedro",58,Monteria,7472096664
766,"Peralta Zamora, Maria Clara",45,Yopal,5144064665
767,"Velasquez Morales, Raul",45,Soledad,8827631766
768,"Ochoa Montes, Juan",36,Inirida,9212321967
769,"Barrera Vargas, Hugo",61,Villavicencio,2139830068
770,"Palacios Rojas, Andrea",50,Itagui,3866536969
771,"Diaz Perez, Helena",79,San Jose del Guaviare,2058763670
772,"Ramos Serrano, Sofia",49,Florencia,2857850471
773,"Alvarado Leon, Rosa",49,Riohacha,9520488672
774,"Guerrero Guerrero, Ernesto",68,San Jose del Guaviare,3283656773
775,"Mora Gallego, Fernando",49,Buenaventura,4516768574
776,"Velasquez Molina, Andres Felipe",49,Bello,1537176275
777,"Sandoval Sanchez, Gloria",73,Mocoa,4336426276
778,"Diaz Reyes, Patricia",26,Bucaramanga,9604639977
779,"Reyes Vega, Raul",54,Valledupar,2649666478
780,"Leon Martinez, Daniela",62,Saravena,8885825079
781,"Guzmán Velasquez, Juan Pablo",48,Soacha,4515408380
782,"Vergara Gallego, Ana Maria",58,Popayan,8448033881
783,"Coronel Fuente, Elena",48,Soacha,4777969882
784,"Ponce Tapia, Daniela",45,Armenia,2929692483
785,"Ponce Castillo, Antonio",31,Bello,8915881484
786,"Lopez Garcia, Lina",41,Floridablanca,6375434485
787,"Herrera Molina, Martha",34,Inirida,9388611386
788,"Osorio Rojas, Alfredo",39,Barranquilla,9486332287
789,"Arias Morales, Rosa",28,Yopal,7133617488
790,"Dominguez Pena, Susana",51,Santa Marta,7100009589
791,"Blanco Gallego, Adriana",21,Bello,4025727590
792,"Contreras Palacios, Nora",32,Cali,6572839991
793,"Mendoza Ruiz, Hernan",34,Leticia,8207170092
794,"Velasquez Ibarra, Alejandra",26,San Jose del Guaviare,3656795593
795,"Gallego Aguilar, Mariana",53,San Jose del Guaviare,6599058294
796,"Salazar Moreno, Cristina",38,Mocoa,9582299295
797,"Padilla Osorio, Rocio",20,Puerto Carreno,2503924796
798,"Suarez Valencia, Fernando",65,Pasto,6383913797
799,"Barrera Barrera, Hernan",80,Puerto Carreno,7769389298
800,"Ibarra Montes, Valentina",33,Arauca,1575772599
801,"Escobar Estrada, Ernesto",52,Neiva,8727922400
802,"Vásquez Figueroa, Claudia",60,Palmira,8430253001
803,"Nieto Pena, Paola",26,Soacha,9633869702
804,"Blanco Rubio, Pilar",62,Cali,7964951603
805,"Aguilar Serrano, Ana Maria",27,Villavicencio,9969725704
806,"Medina Mendez, Laura",37,Yopal,9110581005
807,"Valdez Vergara, Alejandro",72,Cartagena,1818321406
808,"Ruiz Romero, Claudia",67,Riohacha,3911335507
809,"Suarez Avila, Cristina",40,Barranquilla,9921861608
810,"Valdez Maldonado, Julio",61,San Jose del Guaviare,8655222009
811,"Estrada Meza, Lina",76,Envigado,3411134810
812,"Mendoza Rubio, Raul",62,Sincelejo,5903395311
813,"Pena Acosta, Mariana",58,Ibague,8033123612
814,"Torres Mendez, Fabian",37,Pasto,1776149313
815,"Arias Muñoz, Rodrigo",60,Cucuta,6381967014
816,"Fuente Mendez, Irene",75,Puerto Carreno,2887020715
817,"Molina Ruiz, Mauricio",73,Cali,8766267216
818,"Martinez Villanueva, Susana",33,Soledad,7050210717
819,"Maldonado Espinoza, Angela",58,Riohacha,9174879418
820,"Dominguez Rivera, Gustavo",55,Neiva,6446196219
821,"Carrillo Gallego, Claudia",48,Inirida,9636471820
822,"Vargas Sandoval, Victor",79,Arauca,7108994421
823,"Gutierrez Ibarra, Ana",40,Mocoa,4408953322
824,"Romero Lara, Ana Maria",76,Itagui,3602832523
825,"Lara Ramos, Juan Pablo",35,Cali,6881642224
826,"Becerra Mendoza, Carmen",45,Medellin,1613883025
827,"Espinoza Diaz, Maria Jose",48,Inirida,3720869626
828,"Reyes Mora, Blanca",53,Saravena,7941077827
829,"Rojas Leon, Sandra",60,Quibdo,2247084228
830,"Aguilar Gomez, Marcela",37,Puerto Carreno,4451986829
831,"Leon Suarez, Nicolas",38,Bucaramanga,3706559730
832,"Cano Ibarra, Melissa",56,Barrancabermeja,9480308831
833,"Escobar Ramirez, Pilar",56,Sincelejo,2516169432
834,"Osorio Suarez, Sergio",57,Barranquilla,2661402333
835,"Blanco Coronel, Susana",53,Pereira,2258731134
836,"Lopez Zamora, Diana",36,Monteria,9190963835
837,"Moreno Espinoza, Ana",78,Mocoa,6850664836
838,"Gutierrez Silva, Ricardo",20,Neiva,8196933737
839,"Diaz Gonzalez, Sergio",54,Bogota,3442537738
840,"Soto Valencia, Juan",70,Mocoa,4359656339
841,"Vergara Mendoza, Laura",21,Monteria,9788523640
842,"Perez Coronel, Gustavo",48,Valledupar,3311269541
843,"Moreno Ibarra, Diego",62,Yopal,9468579942
844,"Vega Ibarra, Esteban",51,Medellin,9833715443
845,"Alvarado Bustos, Manuel",59,Popayan,8677393944
846,"Alvarado Acosta, Rocio",24,Inirida,7439858645
847,"Gallego Rojas, Carmen",63,Leticia,5407078746
848,"Valencia Cardenas, Beatriz",18,Ibague,9311118447
849,"Ibarra Lara, Carlos",27,Mitu,3584740548
850,"Tapia Cardenas, Maria",52,Cali,8098334949
851,"Contreras Sanchez, Diego",62,Bogota,5160730450
852,"Padilla Arias, Carlos",58,Popayan,7414934251
853,"Dominguez Zamora, Hernan",53,Bucaramanga,3739011952
854,"Perez Fuente, Oscar",60,Medellin,6148800553
855,"Castillo Medina, Carmen",49,Villavicencio,3429590354
856,"Osorio Molina, Angela",64,Ibague,3215929055
857,"Morales Gomez, Elena",40,Santa Marta,7715748256
858,"Cardenas Bustos, Miguel",36,Cali,3078085857
859,"Nieto Becerra, Martha",18,Itagui,4477949058
860,"Vargas Campos, Paula",36,Medellin,6163242459
861,"Parra Ruiz, Laura",60,Bucaramanga,7190935560
862,"Bravo Lopez, Camila",53,Buenaventura,6060450661
